id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	77	116	170	54	0	93	39	39
18	0	518	583	591	8	0	73	65	65
23	0	589	685	711	26	0	122	96	96
47	0	967	985	992	7	0	25	18	18
41	0	873	992	1035	43	0	162	119	119
43	0	888	1089	1141	52	0	253	201	201
50	0	1024	1275	1353	78	0	329	251	251
36	0	811	1623	1636	13	0	825	812	812
44	0	894	1141	1786	64	8	892	820	247
37	0	829	886	1825	60	36	996	900	57
40	0	848	955	1871	37	9	1023	977	107
42	0	885	1154	2081	30	4	1196	1162	269
5	0	119	201	2202	89	14	2083	1980	82
28	0	673	1386	2234	63	70	1561	1428	713
34	0	788	1606	2408	99	42	1620	1479	818
9	0	251	395	2423	53	7	2172	2112	144
30	0	705	1426	2559	48	26	1854	1780	721
8	0	237	382	2563	58	32	2326	2236	145
20	0	554	625	2575	42	15	2021	1964	71
17	0	504	554	2851	118	30	2347	2199	50
12	0	406	413	2890	57	4	2484	2423	7
49	0	1021	1246	2912	41	3	1891	1847	225
32	0	728	1576	2996	71	37	2268	2160	848
2	0	66	102	3011	97	51	2945	2797	36
19	0	534	591	3443	147	4	2909	2758	57
10	0	265	329	3552	42	11	3287	3234	64
24	0	610	737	3913	122	26	3303	3155	127
35	0	808	1621	3940	198	95	3132	2839	813
46	0	964	1200	3945	48	5	2981	2928	236
14	0	459	505	4043	120	15	3584	3449	46
33	0	733	778	4218	95	56	3485	3334	45
6	0	222	249	4342	72	22	4120	4026	27
4	0	117	170	4364	214	102	4247	3931	53
21	0	556	626	4423	209	88	3867	3570	70
25	0	622	800	4462	158	109	3840	3573	178
15	0	481	1353	4600	176	71	4119	3872	872
26	0	646	831	4667	65	7	4021	3949	185
29	0	689	1405	4891	140	36	4202	4026	716
38	0	845	892	4918	80	8	4073	3985	47
1	0	0	0	5013	163	50	5013	4800	0
39	0	847	953	5345	262	120	4498	4116	106
45	0	935	1173	5424	131	12	4489	4346	238
48	0	972	1035	5461	242	53	4489	4194	63
31	0	708	1465	5489	104	18	4781	4659	757
7	0	235	301	5611	199	13	5376	5164	66
13	0	456	459	5665	225	91	5209	4893	3
16	0	495	1429	5742	470	200	5247	4577	934
22	0	566	678	5845	245	33	5279	5001	112
11	0	321	364	5969	297	30	5648	5321	43
27	0	665	1368	5990	434	68	5325	4823	703
0	0	0	0	5990	24	0	5990	5966	0
