id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	13	65	225	126	10	212	76	52
3	0	63	95	255	12	22	192	158	32
1	0	0	0	290	111	12	290	167	0
7	0	168	316	416	100	0	248	148	148
8	0	176	416	425	9	0	249	240	240
9	0	183	425	462	37	0	279	242	242
11	0	198	520	536	16	0	338	322	322
14	0	221	880	889	9	0	668	659	659
15	0	230	889	895	6	0	665	659	659
32	0	483	1582	1604	22	0	1121	1099	1099
42	0	637	1945	1946	1	0	1309	1308	1308
12	0	207	536	2304	309	6	2097	1782	329
26	0	433	1350	2878	132	7	2445	2306	917
28	0	448	1423	2906	112	30	2458	2316	975
10	0	196	462	3012	96	18	2816	2702	266
37	0	564	1798	3169	106	12	2605	2487	1234
43	0	642	1946	3283	71	3	2641	2567	1304
45	0	697	2048	3298	20	1	2601	2580	1351
46	0	701	2053	3463	124	7	2762	2631	1352
47	0	704	2163	3508	72	3	2804	2729	1459
49	0	756	2206	3611	100	3	2855	2752	1450
13	0	213	821	3705	121	8	3492	3363	608
17	0	259	914	3812	114	4	3553	3435	655
5	0	118	225	3861	187	55	3743	3501	107
18	0	281	1070	3899	81	11	3618	3526	789
6	0	139	306	4062	108	45	3923	3770	167
23	0	391	1269	4175	137	7	3784	3640	878
24	0	416	1273	4308	155	26	3892	3711	857
29	0	450	1531	4398	130	33	3948	3785	1081
35	0	535	1711	4560	20	4	4025	4001	1176
34	0	534	1655	4679	196	88	4145	3861	1121
39	0	591	1829	4698	42	10	4107	4055	1238
40	0	600	1868	4790	178	15	4190	3997	1268
4	0	102	108	5015	197	28	4913	4688	6
22	0	380	1215	5102	136	16	4722	4570	835
31	0	472	1580	5174	69	16	4702	4617	1108
44	0	696	1981	5377	266	60	4681	4355	1285
48	0	749	2190	5431	154	30	4682	4498	1441
50	0	778	2253	5518	125	54	4740	4561	1475
27	0	446	1420	5574	72	33	5128	5023	974
38	0	580	1827	5698	94	27	5118	4997	1247
16	0	243	895	5763	275	71	5520	5174	652
21	0	338	1142	5850	189	53	5512	5270	804
33	0	517	1604	5889	151	44	5372	5177	1087
30	0	470	1572	5909	151	141	5439	5147	1102
19	0	297	1083	6024	124	34	5727	5569	786
20	0	337	1116	6046	245	61	5709	5403	779
41	0	620	1897	6275	372	48	5655	5235	1277
25	0	418	1283	6680	454	85	6262	5723	865
36	0	550	1728	6847	672	138	6297	5487	1178
0	0	0	0	6847	41	0	6847	6806	0
