id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	0	118	118	140	9	2	22	11	0
32	0	374	377	440	6	0	66	60	3
10	0	123	123	554	16	0	431	415	0
46	0	723	723	725	2	0	2	0	0
49	0	747	752	794	14	0	47	33	5
5	0	23	23	1054	27	0	1031	1004	0
18	0	234	234	1163	34	17	929	878	0
29	0	350	355	1435	50	24	1085	1011	5
33	0	472	472	1614	42	5	1142	1095	0
38	0	578	578	1662	36	10	1084	1038	0
3	0	5	6	2209	54	2	2204	2148	1
2	0	3	3	2392	61	53	2389	2275	0
47	0	741	741	2635	55	20	1894	1819	0
4	0	6	16	2852	64	26	2846	2756	10
11	0	144	144	2868	65	38	2724	2621	0
14	0	207	207	2910	72	12	2703	2619	0
22	0	261	266	3081	68	10	2820	2742	5
30	0	360	365	3114	79	10	2754	2665	5
40	0	597	597	3199	78	38	2602	2486	0
23	0	305	305	3344	86	0	3039	2953	0
26	0	339	339	3619	95	17	3280	3168	0
50	0	765	765	3642	86	19	2877	2772	0
24	0	311	311	3786	90	27	3475	3358	0
39	0	584	584	3957	97	31	3373	3245	0
42	0	634	634	3968	98	13	3334	3223	0
44	0	679	679	4029	93	69	3350	3188	0
37	0	511	511	4060	88	30	3549	3431	0
21	0	241	252	4201	113	4	3960	3843	11
31	0	372	372	4343	115	12	3971	3844	0
34	0	479	479	4433	125	27	3954	3802	0
19	0	235	240	4684	139	48	4449	4262	5
6	0	30	30	4745	151	67	4715	4497	0
17	0	231	231	4933	160	59	4702	4483	0
36	0	494	494	4963	158	37	4469	4274	0
27	0	341	341	5063	164	41	4722	4517	0
9	0	121	121	5291	181	46	5170	4943	0
12	0	165	165	5544	201	30	5379	5148	0
15	0	208	208	5611	206	52	5403	5145	0
28	0	348	348	5614	198	15	5266	5053	0
45	0	714	714	5672	188	158	4958	4612	0
16	0	220	220	5775	218	7	5555	5330	0
35	0	488	488	5826	215	82	5338	5041	0
25	0	321	321	5888	221	82	5567	5264	0
7	0	91	91	6031	253	30	5940	5657	0
48	0	745	745	6106	256	41	5361	5064	0
41	0	615	615	6141	262	35	5526	5229	0
13	0	178	178	6148	265	50	5970	5655	0
43	0	667	667	6263	294	105	5596	5197	0
1	0	0	0	6265	314	132	6265	5819	0
20	0	240	242	6346	348	119	6106	5639	2
0	0	0	0	6346	36	0	6346	6310	0
