id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	0	118	137	155	9	2	37	26	19
10	0	123	177	193	16	0	70	54	54
2	0	3	22	208	61	53	205	91	19
5	0	23	208	235	27	0	212	185	185
18	0	234	235	319	34	17	85	34	1
32	0	374	380	386	6	0	12	6	6
29	0	350	356	467	50	24	117	43	6
4	0	6	44	568	64	26	562	472	38
38	0	578	593	650	36	10	72	26	15
33	0	472	650	708	42	5	236	189	178
46	0	723	739	741	2	0	18	16	16
49	0	747	775	789	14	0	42	28	28
47	0	741	753	882	55	20	141	66	12
42	0	634	882	1091	98	13	457	346	248
3	0	5	32	1138	54	2	1133	1077	27
24	0	311	936	1191	90	27	880	763	625
26	0	339	398	1427	95	17	1088	976	59
37	0	511	515	1502	88	30	991	873	4
22	0	261	1552	1633	68	10	1372	1294	1291
11	0	144	146	1634	65	38	1490	1387	2
39	0	584	587	1817	97	31	1233	1105	3
27	0	341	350	2053	164	41	1712	1507	9
45	0	714	837	2133	188	158	1419	1073	123
9	0	121	158	2153	181	46	2032	1805	37
6	0	30	69	2447	151	67	2417	2199	39
50	0	765	2323	2473	86	19	1708	1603	1558
40	0	597	2473	2686	78	38	2089	1973	1876
44	0	679	2611	2813	93	69	2134	1972	1932
14	0	207	2727	2816	72	12	2609	2525	2520
19	0	235	237	2954	139	48	2719	2532	2
43	0	667	674	3155	294	105	2488	2089	7
17	0	231	248	3395	160	59	3164	2945	17
34	0	479	532	3597	125	27	3118	2966	53
30	0	360	371	3753	79	10	3393	3304	11
1	0	0	0	3811	314	132	3811	3365	0
13	0	178	3231	3818	265	50	3640	3325	3053
31	0	372	3818	4014	115	12	3642	3515	3446
23	0	305	4197	4283	86	0	3978	3892	3892
36	0	494	501	4338	158	37	3844	3649	7
7	0	91	118	4406	253	30	4315	4032	27
21	0	241	4495	4631	113	4	4390	4273	4254
25	0	321	429	4834	221	82	4513	4210	108
12	0	165	2209	4959	201	30	4794	4563	2044
28	0	348	4959	5189	198	15	4841	4628	4611
48	0	745	4844	5421	256	41	4676	4379	4099
15	0	208	1051	5636	206	52	5428	5170	843
41	0	615	5217	5713	262	35	5098	4801	4602
35	0	488	568	6247	215	82	5759	5462	80
20	0	240	1191	6292	348	119	6052	5585	951
16	0	220	6032	6310	218	7	6090	5865	5812
0	0	0	0	6310	0	0	6310	6310	0
