id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	63	63	113	12	22	50	16	0
8	0	176	176	192	9	0	16	7	0
14	0	221	221	273	9	0	52	43	0
15	0	230	230	274	6	0	44	38	0
42	0	637	637	638	1	0	1	0	0
11	0	198	198	815	16	0	617	601	0
45	0	697	697	958	20	1	261	240	0
32	0	483	483	1080	22	0	597	575	0
35	0	535	535	1262	20	4	727	703	0
9	0	183	183	1398	37	0	1215	1178	0
39	0	591	591	2379	42	10	1788	1736	0
1	0	0	0	2644	111	12	2644	2521	0
31	0	472	477	2864	69	16	2392	2307	5
27	0	446	446	2916	72	33	2470	2365	0
47	0	704	710	3133	72	3	2429	2354	6
43	0	642	642	3240	71	3	2598	2524	0
18	0	281	281	3337	81	11	3056	2964	0
2	0	13	13	3439	126	10	3426	3290	0
10	0	196	196	3486	96	18	3290	3176	0
7	0	168	168	3746	100	0	3578	3478	0
6	0	139	139	3930	108	45	3791	3638	0
38	0	580	580	4006	94	27	3426	3305	0
28	0	448	448	4127	112	30	3679	3537	0
37	0	564	564	4135	106	12	3571	3453	0
49	0	756	756	4155	100	3	3399	3296	0
17	0	259	259	4245	114	4	3986	3868	0
13	0	213	213	4510	121	8	4297	4168	0
46	0	701	704	4585	124	7	3884	3753	3
23	0	391	391	4630	137	7	4239	4095	0
50	0	778	778	4634	125	54	3856	3677	0
19	0	297	297	4668	124	34	4371	4213	0
29	0	450	451	4741	130	33	4291	4128	1
26	0	433	433	4861	132	7	4428	4289	0
22	0	380	380	4938	136	16	4558	4406	0
33	0	517	517	5031	151	44	4514	4319	0
48	0	749	749	5059	154	30	4310	4126	0
24	0	416	416	5095	155	26	4679	4498	0
30	0	470	470	5148	151	141	4678	4386	0
40	0	600	600	5432	178	15	4832	4639	0
5	0	118	118	5534	187	55	5416	5174	0
21	0	338	338	5585	189	53	5247	5005	0
4	0	102	102	5648	197	28	5546	5321	0
34	0	534	534	5655	196	88	5121	4837	0
20	0	337	337	5917	245	61	5580	5274	0
16	0	243	243	6087	275	71	5844	5498	0
44	0	696	696	6093	266	60	5397	5071	0
12	0	207	207	6174	309	6	5967	5652	0
41	0	620	620	6458	372	48	5838	5418	0
25	0	418	418	6552	454	85	6134	5595	0
36	0	550	550	6858	672	138	6308	5498	0
0	0	0	0	6858	52	0	6858	6806	0
