id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
30	0	603	603	617	7	7	14	0	0
22	0	462	462	636	11	0	174	163	0
3	0	94	94	939	29	24	845	792	0
9	0	229	229	970	20	4	741	717	0
33	0	665	665	1083	22	12	418	384	0
48	0	901	901	1147	15	0	246	231	0
18	0	384	384	1218	26	23	834	785	0
43	0	815	815	1517	28	0	702	674	0
25	0	524	524	1733	27	7	1209	1175	0
12	0	278	278	2014	55	12	1736	1669	0
41	0	757	757	2058	33	0	1301	1268	0
29	0	597	597	2167	43	0	1570	1527	0
26	0	554	554	2299	47	0	1745	1698	0
10	0	250	250	2320	56	15	2070	1999	0
49	0	918	918	2436	51	30	1518	1437	0
42	0	806	806	2580	61	34	1774	1679	0
11	0	261	261	2646	73	0	2385	2312	0
34	0	666	666	2975	61	4	2309	2244	0
46	0	871	871	3025	67	29	2154	2058	0
5	0	159	159	3036	82	25	2877	2770	0
36	0	679	679	3272	87	27	2593	2479	0
50	0	931	931	3334	67	54	2403	2282	0
27	0	555	555	3337	80	0	2782	2702	0
7	0	175	175	3567	86	14	3392	3292	0
1	0	0	0	3582	170	52	3582	3360	0
44	0	818	820	3652	89	8	2834	2737	2
4	0	104	104	3687	112	20	3583	3451	0
31	0	641	641	3731	99	35	3090	2956	0
39	0	741	741	3741	91	6	3000	2903	0
45	0	823	828	4046	121	15	3223	3087	5
15	0	302	307	4083	114	68	3781	3599	5
24	0	506	506	4147	97	9	3641	3535	0
17	0	342	342	4235	123	17	3893	3753	0
28	0	575	575	4279	119	30	3704	3555	0
40	0	750	750	4334	120	49	3584	3415	0
35	0	672	672	4357	126	0	3685	3559	0
19	0	397	397	4360	131	41	3963	3791	0
32	0	652	652	4670	161	5	4018	3852	0
23	0	480	480	4715	156	13	4235	4066	0
8	0	216	216	4720	165	56	4504	4283	0
2	0	90	90	4729	188	53	4639	4398	0
38	0	702	702	4775	156	50	4073	3867	0
6	0	167	167	4835	177	42	4668	4449	0
13	0	291	291	5107	214	15	4816	4587	0
21	0	448	448	5207	232	15	4759	4512	0
37	0	681	681	5317	232	155	4636	4249	0
14	0	301	301	5521	304	29	5220	4887	0
16	0	341	341	5601	311	63	5260	4886	0
20	0	406	406	5657	345	132	5251	4774	0
47	0	889	889	6015	650	141	5126	4335	0
0	0	0	0	6015	78	0	6015	5937	0
