id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	41	41	0	41	0	0
6	0	49	307	312	5	0	263	258	258
2	0	20	41	424	268	2	404	134	21
8	0	118	349	589	6	8	471	457	231
3	0	21	236	747	52	18	726	656	215
4	0	24	257	785	57	10	761	694	233
12	0	289	510	938	91	9	649	549	221
5	0	42	279	939	46	4	897	847	237
21	0	639	1063	1073	10	0	434	424	424
10	0	258	424	1182	170	6	924	748	166
15	0	402	602	1238	63	65	836	708	200
25	0	710	1314	1338	24	0	628	604	604
26	0	730	1338	1367	29	0	637	608	608
27	0	733	1426	1431	5	0	698	693	693
28	0	758	1431	1435	4	0	677	673	673
36	0	975	1744	1771	27	0	796	769	769
9	0	178	350	1830	74	19	1652	1559	172
11	0	272	438	2819	184	22	2547	2341	166
29	0	771	1435	2884	104	10	2113	1999	664
32	0	886	1554	3014	62	6	2128	2060	668
33	0	891	1570	3046	87	10	2155	2058	679
34	0	914	1625	3089	34	22	2175	2119	711
18	0	560	939	3128	140	24	2568	2404	379
20	0	631	1033	3387	96	12	2756	2648	402
41	0	1122	2195	3476	21	18	2354	2315	1073
43	0	1214	2238	3493	29	2	2279	2248	1024
42	0	1167	2207	3514	52	17	2347	2278	1040
23	0	699	1265	3639	173	23	2940	2744	566
46	0	1321	2511	3907	240	20	2586	2326	1190
16	0	494	747	4109	111	52	3615	3452	253
17	0	531	785	4126	123	23	3595	3449	254
31	0	877	1520	4145	66	19	3268	3183	643
13	0	323	548	4164	40	50	3841	3751	225
19	0	616	1021	4205	47	63	3589	3479	405
38	0	1058	1879	4231	178	9	3173	2986	821
45	0	1299	2471	4314	127	12	3015	2876	1172
48	0	1374	2634	4729	111	38	3355	3206	1260
30	0	792	1474	4803	124	17	4011	3870	682
22	0	684	1238	4935	151	112	4251	3988	554
47	0	1371	2562	5038	173	20	3667	3474	1191
40	0	1120	2016	5264	325	36	4144	3783	896
50	0	1397	2765	5322	158	20	3925	3747	1368
35	0	953	1647	5401	118	52	4448	4278	694
14	0	377	595	5411	308	80	5034	4646	218
24	0	707	1288	5475	90	71	4768	4607	581
37	0	992	1771	5881	331	66	4889	4492	779
7	0	114	312	5891	214	110	5777	5453	198
44	0	1290	2271	6044	323	97	4754	4334	981
39	0	1101	1977	6185	494	145	5084	4445	876
49	0	1382	2688	6248	423	131	4866	4312	1306
0	0	0	0	6248	19	0	6248	6229	0
