id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	77	83	341	54	0	264	210	6
18	0	518	588	690	8	0	172	164	70
10	0	265	301	943	42	11	678	625	36
2	0	66	68	1371	97	51	1305	1157	2
36	0	811	959	1389	13	0	578	565	148
47	0	967	1166	1391	7	0	424	417	199
9	0	251	286	1516	53	7	1265	1205	35
23	0	589	682	1603	26	0	1014	988	93
5	0	119	137	1699	89	14	1580	1477	18
8	0	237	265	1703	58	32	1466	1376	28
6	0	222	235	1833	72	22	1611	1517	13
12	0	406	451	2149	57	4	1743	1682	45
42	0	885	1056	2245	30	4	1360	1326	171
1	0	0	0	2405	163	50	2405	2192	0
20	0	554	631	2436	42	15	1882	1825	77
40	0	848	1011	2556	37	9	1708	1662	163
41	0	873	1041	2574	43	0	1701	1658	168
30	0	705	827	2703	48	26	1998	1924	122
49	0	1021	1237	2710	41	3	1689	1645	216
43	0	888	1066	2875	52	0	1987	1935	178
46	0	964	1156	2943	48	5	1979	1926	192
26	0	646	755	3041	65	7	2395	2323	109
28	0	673	787	3131	63	70	2458	2325	114
37	0	829	981	3251	60	36	2422	2326	152
32	0	728	855	3274	71	37	2546	2438	127
44	0	894	1081	3280	64	8	2386	2314	187
38	0	845	999	3584	80	8	2739	2651	154
50	0	1024	1247	3602	78	0	2578	2500	223
33	0	733	865	3923	95	56	3190	3039	132
17	0	504	568	3966	118	30	3462	3314	64
14	0	459	514	3980	120	15	3521	3386	55
34	0	788	931	4065	99	42	3277	3136	143
31	0	708	835	4081	104	18	3373	3251	127
24	0	610	700	4237	122	26	3627	3479	90
19	0	534	609	4482	147	4	3948	3797	75
45	0	935	1126	4591	131	12	3656	3513	191
29	0	689	812	4680	140	36	3991	3815	123
7	0	235	260	4810	199	13	4575	4363	25
4	0	117	127	4903	214	102	4786	4470	10
15	0	481	537	4931	176	71	4450	4203	56
25	0	622	725	4938	158	109	4316	4049	103
21	0	556	632	5246	209	88	4690	4393	76
13	0	456	504	5344	225	91	4888	4572	48
35	0	808	957	5351	198	95	4543	4250	149
22	0	566	647	5459	245	33	4893	4615	81
48	0	972	1176	5531	242	53	4559	4264	204
11	0	321	359	5591	297	30	5270	4943	38
39	0	847	1009	5648	262	120	4801	4419	162
27	0	665	772	5894	434	68	5229	4727	107
16	0	495	557	6052	470	200	5557	4887	62
0	0	0	0	6052	86	0	6052	5966	0
