id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
11	0	261	419	492	73	0	231	158	158
27	0	555	595	675	80	0	120	40	40
35	0	672	777	903	126	0	231	105	105
48	0	901	909	924	15	0	23	8	8
49	0	918	1033	1124	51	30	206	125	115
41	0	757	1127	1160	33	0	403	370	370
43	0	815	1320	1348	28	0	533	505	505
22	0	462	1463	1474	11	0	1012	1001	1001
26	0	554	1660	1707	47	0	1153	1106	1106
29	0	597	1730	1773	43	0	1176	1133	1133
30	0	603	1773	1796	7	7	1193	1179	1170
3	0	94	105	1857	29	24	1763	1710	11
31	0	641	1796	2006	99	35	1365	1231	1155
18	0	384	746	2023	26	23	1639	1590	362
33	0	665	1835	2145	22	12	1480	1446	1170
9	0	229	1774	2245	20	4	2016	1992	1545
46	0	871	1232	2461	67	29	1590	1494	361
39	0	741	1034	2534	91	6	1793	1696	293
25	0	524	1012	2545	27	7	2021	1987	488
50	0	931	1052	2633	67	54	1702	1581	121
34	0	666	747	2654	61	4	1988	1923	81
5	0	159	318	2811	82	25	2652	2545	159
45	0	823	1252	3022	121	15	2199	2063	429
2	0	90	94	3249	188	53	3159	2918	4
12	0	278	1124	3294	55	12	3016	2949	846
28	0	575	675	3399	119	30	2824	2675	100
36	0	679	903	3448	87	27	2769	2655	224
24	0	506	560	3490	97	9	2984	2878	54
7	0	175	1598	3726	86	14	3551	3451	1423
15	0	302	343	3797	114	68	3495	3313	41
42	0	806	1250	3862	61	34	3056	2961	444
10	0	250	350	3863	56	15	3613	3542	100
17	0	342	696	4082	123	17	3740	3600	354
19	0	397	1264	4240	131	41	3843	3671	867
6	0	167	1191	4288	177	42	4121	3902	1024
44	0	818	1352	4354	89	8	3536	3439	534
40	0	750	1059	4416	120	49	3666	3497	309
21	0	448	1474	4705	232	15	4257	4010	1026
8	0	216	254	4730	165	56	4514	4293	38
37	0	681	1540	4785	232	155	4104	3717	859
32	0	652	1802	4807	161	5	4155	3989	1150
4	0	104	121	4840	112	20	4736	4604	17
1	0	0	0	4842	170	52	4842	4620	0
38	0	702	925	4996	156	50	4294	4088	223
23	0	480	520	5329	156	13	4849	4680	40
20	0	406	492	5377	345	132	4971	4494	86
14	0	301	1707	5479	304	29	5178	4845	1406
13	0	291	1643	5785	214	15	5494	5265	1352
16	0	341	359	5901	311	63	5560	5186	18
47	0	889	924	6003	650	141	5114	4323	35
0	0	0	0	6003	66	0	6003	5937	0
